timestamp,memory.used [MiB],utilization.gpu [%],temperature.gpu,power.draw [W],clocks.sm [MHz]
2026/06/23 17:13:34.614, 5431, 18, 37, 97.77, 2520
2026/06/23 17:13:39.694, 5431, 17, 37, 96.21, 2520
2026/06/23 17:13:44.738, 5431, 16, 37, 96.02, 2520
2026/06/23 17:13:49.837, 5431, 17, 37, 100.77, 2520
2026/06/23 17:13:54.917, 5431, 19, 37, 96.02, 2520
2026/06/23 17:13:59.997, 5431, 18, 37, 95.59, 2520
2026/06/23 17:14:05.068, 5431, 18, 37, 98.07, 2520
2026/06/23 17:14:10.177, 5431, 18, 37, 96.06, 2520
2026/06/23 17:14:15.256, 5431, 19, 37, 97.48, 2520
2026/06/23 17:14:20.357, 5431, 17, 37, 94.92, 2520
2026/06/23 17:14:25.416, 5431, 17, 37, 95.99, 2520
2026/06/23 17:14:30.513, 5431, 18, 37, 96.48, 2520
2026/06/23 17:14:35.578, 5431, 17, 37, 95.59, 2520
2026/06/23 17:14:40.677, 5431, 18, 37, 93.20, 2520
2026/06/23 17:14:45.736, 5431, 17, 37, 95.73, 2520
2026/06/23 17:14:50.814, 5431, 17, 37, 99.16, 2520
2026/06/23 17:14:55.913, 5431, 15, 37, 94.46, 2520
2026/06/23 17:15:00.995, 5431, 16, 37, 97.91, 2520
2026/06/23 17:15:06.075, 5431, 18, 37, 94.80, 2520
2026/06/23 17:15:11.180, 5431, 19, 37, 96.65, 2520
2026/06/23 17:15:16.279, 5431, 16, 37, 94.91, 2520
2026/06/23 17:15:21.340, 5431, 14, 37, 94.67, 2520
2026/06/23 17:15:26.437, 5431, 17, 37, 96.50, 2520
2026/06/23 17:15:31.514, 5431, 19, 37, 96.78, 2520
2026/06/23 17:15:36.615, 5431, 18, 37, 98.81, 2520
2026/06/23 17:15:41.714, 5431, 16, 37, 95.92, 2520
2026/06/23 17:15:46.814, 5431, 16, 37, 96.84, 2520
2026/06/23 17:15:51.914, 5431, 17, 37, 96.41, 2520
2026/06/23 17:15:57.013, 5431, 16, 37, 96.87, 2520
2026/06/23 17:16:02.113, 5431, 16, 37, 93.13, 2520
2026/06/23 17:16:07.194, 5431, 19, 37, 95.84, 2520
2026/06/23 17:16:12.273, 5433, 17, 37, 98.19, 2520
2026/06/23 17:16:17.370, 5433, 18, 37, 99.68, 2520
2026/06/23 17:16:22.470, 5433, 16, 37, 97.38, 2520
2026/06/23 17:16:27.533, 5433, 17, 37, 97.09, 2520
2026/06/23 17:16:32.629, 5433, 17, 37, 97.02, 2520
2026/06/23 17:16:37.710, 5433, 17, 37, 97.29, 2520
2026/06/23 17:16:42.814, 5433, 17, 37, 99.23, 2520
2026/06/23 17:16:47.913, 5433, 17, 37, 98.54, 2520
2026/06/23 17:16:53.015, 5433, 16, 37, 95.96, 2520
2026/06/23 17:16:58.078, 5433, 17, 37, 97.04, 2520
2026/06/23 17:17:03.158, 5433, 21, 37, 97.17, 2520
2026/06/23 17:17:08.257, 5433, 16, 37, 95.28, 2520
2026/06/23 17:17:13.354, 5433, 19, 37, 95.93, 2520
2026/06/23 17:17:18.454, 5433, 15, 37, 95.96, 2520
2026/06/23 17:17:23.553, 5433, 16, 37, 95.45, 2520
2026/06/23 17:17:28.653, 5433, 17, 37, 95.19, 2520
2026/06/23 17:17:33.717, 5433, 17, 37, 97.44, 2520
2026/06/23 17:17:38.818, 5433, 20, 37, 96.49, 2520
2026/06/23 17:17:43.918, 5433, 15, 37, 98.69, 2520
2026/06/23 17:17:49.018, 5433, 16, 37, 96.77, 2520
2026/06/23 17:17:54.118, 5433, 17, 37, 95.37, 2520
2026/06/23 17:17:59.180, 5433, 19, 37, 99.57, 2520
2026/06/23 17:18:04.278, 5433, 16, 37, 97.84, 2520
2026/06/23 17:18:09.357, 5433, 16, 37, 95.75, 2520
2026/06/23 17:18:14.433, 5433, 16, 37, 96.95, 2520
2026/06/23 17:18:19.530, 5433, 17, 37, 95.64, 2520
2026/06/23 17:18:24.630, 5433, 17, 37, 94.83, 2520
2026/06/23 17:18:29.729, 5433, 17, 37, 97.74, 2520
2026/06/23 17:18:34.829, 5433, 19, 37, 94.81, 2520
2026/06/23 17:18:39.930, 5433, 19, 37, 96.66, 2520
2026/06/23 17:18:45.031, 5433, 20, 37, 98.76, 2520
2026/06/23 17:18:50.114, 5433, 15, 37, 95.95, 2520
2026/06/23 17:18:55.195, 5433, 18, 37, 94.15, 2520
2026/06/23 17:19:00.256, 5433, 17, 37, 98.01, 2520
2026/06/23 17:19:05.334, 5433, 18, 37, 94.29, 2520
2026/06/23 17:19:10.413, 5433, 13, 38, 97.08, 2520
2026/06/23 17:19:15.511, 5433, 16, 38, 96.56, 2520
2026/06/23 17:19:20.611, 5433, 16, 38, 97.93, 2520
2026/06/23 17:19:25.711, 5433, 20, 37, 98.05, 2520
2026/06/23 17:19:30.790, 5433, 16, 37, 93.74, 2520
2026/06/23 17:19:35.869, 5433, 18, 37, 95.67, 2520
2026/06/23 17:19:40.967, 5433, 15, 37, 94.51, 2520
2026/06/23 17:19:46.010, 5433, 18, 37, 96.85, 2520
2026/06/23 17:19:51.111, 5433, 18, 37, 97.42, 2520
2026/06/23 17:19:56.189, 5433, 17, 37, 100.03, 2520
2026/06/23 17:20:01.287, 5433, 17, 38, 97.82, 2520
2026/06/23 17:20:06.386, 5433, 19, 38, 97.44, 2520
2026/06/23 17:20:11.467, 5433, 17, 37, 97.93, 2520
2026/06/23 17:20:16.565, 5433, 17, 37, 95.98, 2520
2026/06/23 17:20:21.666, 5433, 19, 37, 99.37, 2520
2026/06/23 17:20:26.770, 5433, 17, 37, 97.29, 2520
2026/06/23 17:20:31.870, 5433, 17, 37, 94.96, 2520
2026/06/23 17:20:36.971, 5433, 16, 37, 96.39, 2520
2026/06/23 17:20:42.050, 5433, 16, 37, 96.61, 2520
2026/06/23 17:20:47.149, 5433, 18, 37, 95.37, 2520
2026/06/23 17:20:52.250, 5433, 18, 37, 97.53, 2520
2026/06/23 17:20:57.329, 5433, 19, 37, 97.15, 2520
2026/06/23 17:21:02.409, 5433, 19, 37, 95.51, 2520
2026/06/23 17:21:07.486, 5433, 17, 37, 96.47, 2520
2026/06/23 17:21:12.585, 5433, 17, 37, 93.94, 2520
2026/06/23 17:21:17.648, 5433, 16, 37, 97.08, 2520
2026/06/23 17:21:22.746, 5433, 18, 37, 96.89, 2520
2026/06/23 17:21:27.845, 5433, 19, 38, 99.55, 2520
2026/06/23 17:21:32.947, 5433, 16, 37, 95.94, 2520
2026/06/23 17:21:38.045, 5433, 18, 37, 98.54, 2520
2026/06/23 17:21:43.147, 5433, 18, 37, 96.07, 2520
2026/06/23 17:21:48.225, 5433, 16, 37, 96.58, 2520
2026/06/23 17:21:53.306, 5433, 18, 37, 97.05, 2520
2026/06/23 17:21:58.406, 5433, 19, 37, 96.40, 2520
2026/06/23 17:22:03.505, 5433, 17, 37, 105.37, 2520
2026/06/23 17:22:08.585, 5433, 19, 37, 97.83, 2520
2026/06/23 17:22:13.685, 5433, 17, 37, 94.96, 2520
2026/06/23 17:22:18.785, 5433, 16, 37, 94.47, 2520
2026/06/23 17:22:23.867, 5433, 16, 37, 96.54, 2520
2026/06/23 17:22:28.945, 5433, 20, 37, 97.20, 2520
2026/06/23 17:22:34.045, 5433, 18, 37, 95.38, 2520
2026/06/23 17:22:39.146, 5433, 16, 37, 95.80, 2520
2026/06/23 17:22:44.245, 5433, 17, 37, 95.23, 2520
2026/06/23 17:22:49.326, 5433, 17, 37, 97.33, 2520
2026/06/23 17:22:54.388, 5433, 20, 37, 97.63, 2520
2026/06/23 17:22:59.448, 5433, 18, 37, 97.70, 2520
2026/06/23 17:23:04.545, 5433, 17, 37, 95.26, 2520
2026/06/23 17:23:09.645, 5433, 18, 37, 98.41, 2520
2026/06/23 17:23:14.745, 5433, 18, 37, 98.44, 2520
2026/06/23 17:23:19.841, 5433, 18, 37, 95.48, 2520
2026/06/23 17:23:24.954, 5433, 17, 37, 98.19, 2520
2026/06/23 17:23:30.035, 5433, 15, 37, 99.52, 2520
2026/06/23 17:23:35.141, 5433, 16, 37, 95.77, 2520
2026/06/23 17:23:40.221, 5433, 16, 37, 99.46, 2520
2026/06/23 17:23:45.301, 5433, 19, 37, 96.00, 2520
2026/06/23 17:23:50.364, 5433, 18, 37, 97.78, 2520
2026/06/23 17:23:55.442, 5433, 18, 37, 96.45, 2520
2026/06/23 17:24:00.522, 5433, 16, 37, 99.82, 2520
2026/06/23 17:24:05.630, 5433, 16, 37, 98.30, 2520
2026/06/23 17:24:10.710, 5433, 18, 37, 97.47, 2520
2026/06/23 17:24:15.787, 5433, 15, 37, 95.49, 2520
2026/06/23 17:24:20.886, 5433, 19, 38, 95.51, 2520
2026/06/23 17:24:25.966, 5433, 18, 37, 97.42, 2520
2026/06/23 17:24:31.066, 5433, 18, 37, 97.18, 2520
2026/06/23 17:24:36.165, 5433, 17, 38, 96.29, 2520
2026/06/23 17:24:41.265, 5433, 17, 37, 95.61, 2520
2026/06/23 17:24:46.347, 5433, 18, 37, 96.88, 2520
2026/06/23 17:24:51.426, 5433, 17, 37, 96.83, 2520
2026/06/23 17:24:56.506, 5433, 17, 37, 96.80, 2520
2026/06/23 17:25:01.585, 5433, 15, 37, 89.54, 2520
2026/06/23 17:25:06.682, 5433, 17, 37, 94.79, 2520
2026/06/23 17:25:11.744, 5433, 20, 37, 97.54, 2520
2026/06/23 17:25:16.847, 5433, 16, 37, 97.35, 2520
2026/06/23 17:25:21.944, 5433, 16, 37, 94.86, 2520
2026/06/23 17:25:27.041, 5433, 16, 37, 96.73, 2520
2026/06/23 17:25:32.137, 5433, 18, 37, 95.74, 2520
2026/06/23 17:25:37.218, 5433, 16, 37, 94.77, 2520
2026/06/23 17:25:42.321, 5433, 21, 37, 95.58, 2520
2026/06/23 17:25:47.399, 5433, 15, 37, 95.68, 2520
2026/06/23 17:25:52.498, 5433, 17, 37, 95.36, 2520
2026/06/23 17:25:57.599, 5433, 16, 37, 97.46, 2520
2026/06/23 17:26:02.661, 5433, 17, 37, 96.75, 2520
2026/06/23 17:26:07.757, 5433, 18, 37, 97.04, 2520
2026/06/23 17:26:12.857, 5433, 18, 37, 95.32, 2520
2026/06/23 17:26:17.954, 5433, 16, 37, 97.92, 2520
2026/06/23 17:26:23.017, 5433, 17, 37, 88.65, 2520
2026/06/23 17:26:28.119, 5433, 17, 37, 97.30, 2520
2026/06/23 17:26:33.219, 5433, 16, 37, 94.86, 2520
2026/06/23 17:26:38.284, 5433, 16, 37, 96.13, 2520
2026/06/23 17:26:43.363, 5433, 17, 37, 97.03, 2520
2026/06/23 17:26:48.424, 5433, 18, 37, 98.18, 2520
2026/06/23 17:26:53.521, 5433, 17, 37, 95.98, 2520
2026/06/23 17:26:58.622, 5433, 16, 37, 95.55, 2520
2026/06/23 17:27:03.684, 5433, 17, 38, 97.08, 2520
2026/06/23 17:27:08.781, 5433, 17, 37, 98.34, 2520
2026/06/23 17:27:13.862, 5433, 18, 37, 96.77, 2520
2026/06/23 17:27:18.964, 5433, 18, 37, 97.06, 2520
2026/06/23 17:27:24.042, 5433, 17, 37, 95.90, 2520
2026/06/23 17:27:29.105, 5433, 16, 37, 95.23, 2520
2026/06/23 17:27:34.206, 5433, 16, 37, 95.26, 2520
2026/06/23 17:27:39.305, 5433, 18, 37, 96.45, 2520
2026/06/23 17:27:44.406, 5433, 17, 37, 94.29, 2520
2026/06/23 17:27:49.506, 5433, 18, 37, 96.78, 2520
2026/06/23 17:27:54.605, 5433, 17, 37, 94.76, 2520
2026/06/23 17:27:59.683, 5433, 15, 37, 94.67, 2520
2026/06/23 17:28:04.762, 5433, 16, 37, 96.29, 2520
2026/06/23 17:28:09.841, 5433, 17, 37, 94.32, 2520
2026/06/23 17:28:14.904, 5433, 18, 37, 95.21, 2520
2026/06/23 17:28:20.001, 5433, 18, 37, 98.26, 2520
2026/06/23 17:28:25.090, 5433, 16, 37, 95.88, 2520
2026/06/23 17:28:30.173, 5433, 16, 37, 97.24, 2520
2026/06/23 17:28:35.270, 5433, 19, 37, 98.03, 2520
2026/06/23 17:28:40.332, 5433, 19, 37, 95.89, 2520
2026/06/23 17:28:45.410, 5433, 19, 37, 97.24, 2520
2026/06/23 17:28:50.490, 5433, 16, 37, 94.36, 2520
2026/06/23 17:28:55.569, 5433, 17, 37, 95.41, 2520
2026/06/23 17:29:00.628, 5433, 17, 37, 93.71, 2520
2026/06/23 17:29:05.670, 5433, 18, 37, 98.23, 2520
2026/06/23 17:29:10.770, 5433, 18, 37, 93.66, 2520
2026/06/23 17:29:15.870, 5433, 18, 37, 94.28, 2520
2026/06/23 17:29:20.971, 5433, 16, 37, 96.95, 2520
2026/06/23 17:29:26.070, 5433, 17, 37, 95.20, 2520
2026/06/23 17:29:31.151, 5433, 17, 37, 96.51, 2520
2026/06/23 17:29:36.249, 5433, 16, 37, 95.67, 2520
2026/06/23 17:29:41.346, 5433, 18, 37, 96.37, 2520
2026/06/23 17:29:46.409, 5433, 15, 37, 98.35, 2520
2026/06/23 17:29:51.486, 5433, 18, 37, 94.87, 2520
2026/06/23 17:29:56.590, 5433, 15, 37, 94.81, 2520
2026/06/23 17:30:01.690, 5433, 17, 37, 97.51, 2520
2026/06/23 17:30:06.790, 5433, 17, 37, 97.56, 2520
2026/06/23 17:30:11.890, 5433, 16, 37, 96.26, 2520
2026/06/23 17:30:16.990, 5433, 16, 37, 97.72, 2520
2026/06/23 17:30:22.093, 5433, 18, 38, 107.59, 2520
2026/06/23 17:30:27.194, 5433, 16, 37, 100.81, 2520
2026/06/23 17:30:32.275, 5433, 18, 37, 96.00, 2520
2026/06/23 17:30:37.354, 5433, 16, 37, 97.58, 2520
2026/06/23 17:30:42.434, 5433, 16, 37, 97.82, 2520
2026/06/23 17:30:47.535, 5433, 19, 37, 98.97, 2520
2026/06/23 17:30:52.614, 5433, 16, 37, 98.96, 2520
2026/06/23 17:30:57.713, 5433, 16, 38, 97.67, 2520
2026/06/23 17:31:02.797, 5433, 18, 37, 97.57, 2520
2026/06/23 17:31:07.894, 5433, 18, 37, 95.19, 2520
2026/06/23 17:31:12.957, 5433, 16, 37, 97.01, 2520
2026/06/23 17:31:18.058, 5433, 18, 37, 94.85, 2520
2026/06/23 17:31:23.161, 5433, 16, 37, 97.26, 2520
2026/06/23 17:31:28.262, 5433, 15, 37, 97.28, 2520
2026/06/23 17:31:33.324, 5433, 17, 37, 94.52, 2520
2026/06/23 17:31:38.422, 5433, 17, 37, 97.09, 2520
2026/06/23 17:31:43.522, 5433, 16, 37, 98.42, 2520
2026/06/23 17:31:48.622, 5433, 17, 37, 95.09, 2520
2026/06/23 17:31:53.722, 5433, 20, 38, 102.06, 2520
2026/06/23 17:31:58.821, 5433, 15, 37, 94.98, 2520
2026/06/23 17:32:03.901, 5433, 16, 37, 96.97, 2520
2026/06/23 17:32:08.998, 5433, 17, 37, 97.78, 2520
2026/06/23 17:32:14.098, 5433, 16, 37, 96.12, 2520
2026/06/23 17:32:19.141, 5433, 18, 38, 99.80, 2520
2026/06/23 17:32:24.218, 5433, 19, 37, 98.09, 2520
2026/06/23 17:32:29.298, 5433, 17, 37, 97.97, 2520
2026/06/23 17:32:34.398, 5433, 17, 37, 95.01, 2520
2026/06/23 17:32:39.477, 5433, 17, 37, 98.96, 2520
2026/06/23 17:32:44.555, 5433, 18, 37, 96.90, 2520
2026/06/23 17:32:49.635, 5433, 16, 37, 96.78, 2520
2026/06/23 17:32:54.735, 5433, 18, 37, 96.43, 2520
2026/06/23 17:32:59.838, 5433, 17, 37, 97.34, 2520
2026/06/23 17:33:04.939, 5433, 18, 37, 99.29, 2520
